"COMPENDEX SOURCE LIST: UPDATED FEBRUARY 1, 2023",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
10090630,20586272,-,-,Plasma Science and Technology,English,Renewed (保持收录),-
10007555,-,高分子材料科学与工程,Gaofenzi Cailiao Kexue yu Gongcheng,Polymeric Materials Science and Engineering,Chinese,Renewed (保持收录),-
16743415,-,电力系统保护与控制,Dianli Xitong Baohu yu Kongzhi,Power System Protection and Control,"Chinese, English",Renewed (保持收录),-
10003673,-,电网技术,Dianwang Jishu,Power System Technology,Chinese,Renewed (保持收录),-
02588013,-,中国电机工程学报,Zhongguo Dianji Gongcheng Xuebao,Proceedings of the Chinese Society of Electrical Engineering,Chinese,Renewed (保持收录),-
1002185X,-,稀有金属材料与工程,Xiyou Jinshu Cailiao yu Gongcheng,Rare Metal Materials and Engineering,Chinese,Renewed (保持收录),-
10010521,18677185,-,-,Rare Metals,English,Renewed (保持收录),-
10020446,-,机器人,Jiqiren,Robot,Chinese,Renewed (保持收录),-
20965796,26661209,-,-,Virtual Reality and Intelligent Hardware,English,Renewed (保持收录),OA (DOAJ)
20959273,20959281,-,-,Science Bulletin,English,Renewed (保持收录),-
16747291,18691870,-,-,Science China Chemistry,English,Renewed (保持收录),-
16747313,18691897,-,-,Science China Earth Sciences,English,Renewed (保持收录),-
1674733X,18691919,-,-,Science China Information Sciences,English,Renewed (保持收录),-
20958226,21994501,中国科学:材料科学(英文版),Zhongguo Kexue: Cailiaokexue (Yingwenban),SCIENCE CHINA Materials,Chinese,Renewed (保持收录),-
16747321,18691900,-,-,Science China Technological Sciences,English,Renewed (保持收录),-
16747348,18691927,-,-,"Science China: Physics, Mechanics and Astronomy",English,Renewed (保持收录),-
10017488,-,林业科学,Linye Kexue,Scientia Silvae Sinicae,Chinese,Renewed (保持收录),-
16747259,2095946X,中国科学 技术科学（中文）,Zhongguo Kexue Jishu Kexue (Chinese),Scientia Sinica Technologica,Chinese,Renewed (保持收录),-
02534967,-,地震地质,Dizhen Dizhi,Seismology and Geology,Chinese,Renewed (保持收录),-
10004882,-,中国造船,Zhongguo Zaochuan,Ship Building of China,Chinese,Renewed (保持收录),-
10000593,-,光谱学与光谱分析,Guang Pu Xue yu Guang Pu Fen Xi,Spectroscopy and Spectral Analysis,Chinese,Renewed (保持收录),-
-,10013660,表面技术,Biaomian Jishu,Surface Technology,Chinese,Renewed (保持收录),-
10006788,-,系统工程理论与实践,Xitong Gongcheng Lilun yu Shijian,System Engineering Theory and Practice,Chinese,Renewed (保持收录),-
1001506X,-,系统工程与电子技术,Xi Tong Gong Cheng yu Dian Zi Ji Shu,Systems Engineering and Electronics,Chinese,Renewed (保持收录),-
10010645,-,北京理工大学学报,Beijing Ligong Daxue Xuebao,Transaction of Beijing Institute of Technology,Chinese,Renewed (保持收录),-
10006753,-,电工技术学报,Diangong Jishu Xuebao,Transactions of China Electrotechnical Society,Chinese,Renewed (保持收录),-
10000909,-,内燃机学报,Neiranji Xuebao,Transactions of CSICE (Chinese Society for Internal Combustion Engines),Chinese,Renewed (保持收录),-
10051120,-,-,-,Transactions of Nanjing University of Aeronautics and Astronautics,English,Renewed (保持收录),-
10036326,22103384,-,-,Transactions of Nonferrous Metals Society of China (English Edition),English,Renewed (保持收录),-
0253360X,-,焊接学报,Hanjie Xuebao,Transactions of the China Welding Institution,Chinese,Renewed (保持收录),-
10001298,-,农业机械学报,Nongye Jixie Xuebao,Transactions of the Chinese Society for  Agricultural Machinery,Chinese,Renewed (保持收录),-
10026819,-,农业工程学报,Nongye Gongcheng Xuebao,Transactions of the Chinese Society of Agricultural Engineering,Chinese,Renewed (保持收录),-
10064982,19958196,-,-,Transactions of Tianjin University,English,Renewed (保持收录),-
10040595,-,摩擦学学报,Mocaxue Xuebao,Tribology,Chinese,Renewed (保持收录),-
10070214,18787606,-,-,Tsinghua Science and Technology,English,Renewed (保持收录),-
26618028,26618036,-,-,Tungsten,English,Renewed (保持收录),-
-,25889125,-,-,Water-Energy Nexus,English,New (新收录),OA (DOAJ)
25247980,25247891,-,-,Waste Disposal and Sustainable Energy,English,Renewed (保持收录),-
10046933,-,水资源保护,Shui Ziyuan Baohu,Water Resources Protection,"Chinese, English",Renewed (保持收录),-
16742370,24058106,-,-,Water Science and Engineering,English,Renewed (保持收录),OA (DOAJ/ROAD)
